Key,Item Type,Author,Title,Publication Title,Publication Year,Volume,Issue,Pages,DOI,ISSN,ISBN,Url,Publisher
6TRTUSMS,conferencePaper,"Kodete, C.S.; Thuraka, B.; Pasupuleti, V.","A Systematic Review of AI-Driven and Quantum-Resistant Security Solutions for Cyber-Physical Systems: Blockchain, Federated Learning, and Emerging Technologies",,2024,,,,10.1109/ICCA62237.2024.10927942,,,https://www.scopus.com/pages/publications/105002220097?origin=resultslist,
6PMZSERN,journalArticle,"Alsamhi, S.H.; Shvetsov, A.V.; Hawbani, A.; Shvetsova, S.V.; Kumar, S.; Zhao, L.",Survey on Federated Learning enabling indoor navigation for industry 4.0 in B5G,Future Generation Computer Systems,2023,148,,250–265,10.1016/j.future.2023.06.001,,,https://www.scopus.com/pages/publications/85162959719?origin=resultslist,
76GYPQP2,journalArticle,"Qiu, B.; Gao, K.; Yu, H.; Sadollah, A.",Modelling and scheduling distributed assembly permutation flow-shops using reinforcement learning-based evolutionary algorithms,Engineering Applications of Artificial Intelligence,2025,142,,,10.1016/j.engappai.2024.109851,,,https://www.scopus.com/pages/publications/85212311555?origin=resultslist,
6UQETPVH,conferencePaper,"Samal, S.; Srivastava, G.; Gadekallu, T.R.; Zhang, Y.-D.; Balabantaray, B.K.",LSiF: Log-Gabor Empowered Siamese Federated Learning for Efficient Obscene Image Classification in the Era of Industry 5.0,,2024,1968 CCIS,,44–55,10.1007/978-981-99-8181-6_4,,,https://www.scopus.com/pages/publications/85178566379?origin=resultslist,
6639PZMG,conferencePaper,"Kumar, K.D.; Chaitanya, Y.S.V.; Sai, L.H.; Govindharaj, I.; Shankar, B.P.; Raja, S.E.",A Blockchain-Enabled Secure Federated Learning Framework for Decentralized AI Systems,,2026,,,1243–1248,10.1109/ICOECA68095.2026.11485213,,,https://www.scopus.com/pages/publications/105038073009?origin=resultslist,
62TCJ6XG,journalArticle,"Ma, X.; Hu, J.; Liang, S.; Wu, Y.",Federated Learning and Resource-Aware Graph Neural Network for Intrusion Detection in 6G-IoT Driven Healthcare System,IEEE Internet of Things Journal,2026,13,5,7749–7761,10.1109/JIOT.2025.3564722,,,https://www.scopus.com/pages/publications/105004051595?origin=resultslist,
6YLBRS2K,conferencePaper,"Akshar, K.; Sathish, P.","Federated Learning using Cloud Platform for Secure, Scalable AI Training",,2025,,,495–500,10.1109/INSPIRE67328.2025.11300662,,,https://www.scopus.com/pages/publications/105032400158?origin=resultslist,
5WVF7ZBI,conferencePaper,"Gayathri, G.; Fathima, G.",Adaptive Digital Twin Systems with AR Interaction for Resilient and Sustainable Industrial Operations,,2025,,,1230–1237,10.1109/ICESC65114.2025.11212485,,,https://www.scopus.com/pages/publications/105022636974?origin=resultslist,
88M5GN9Y,journalArticle,"Feng, Yanfang",Adaptive control system for collaborative sorting robotic arms based on multimodal sensor fusion and edge computing,Scientific Reports,2025,15,1,,10.1038/s41598-025-18344-9,2045-2322,,http://dx.doi.org/10.1038/s41598-025-18344-9,Springer Science and Business Media LLC
7Z2I4CQ5,conferencePaper,H. Zhang; W. Hou; Y. Guan; Z. Yang,Privacy-Preserving Computing Architecture for Secure Big Data Processing in Distributed Environments,2025 IEEE 8th International Conference on Pattern Recognition and Artificial Intelligence (PRAI),2025,,,884–889,10.1109/PRAI67447.2025.11412572,,,,
7UPRWUX3,conferencePaper,"Myakala, P.K.","Distributed Data Intelligence in the Edge-to-Cloud Continuum: a Survey of Architectures, Models, and Applications",,2025,,,93–99,10.1109/ICDICI66477.2025.11135068,,,https://www.scopus.com/pages/publications/105016522724?origin=resultslist,
7XKKMQ4W,conferencePaper,"Legler, T.; Hegiste, V.; Ruskowski, M.",Federated Multi-Modal Learning for Manufacturing: A Privacy-Preserving Approach to Distributed Sensor Fusion,,2025,,,562–570,10.1109/FLTA67013.2025.11336666,,,https://www.scopus.com/pages/publications/105033525244?origin=resultslist,
7QDSEDDL,conferencePaper,M. Kavakli-Thorne,Comparative Analysis of System Architectures for Federated Data Exchange,2025 International Workshop on Intelligent Systems (IWIS),2025,,,1–6,10.1109/IWIS66215.2025.11142435,,,,
7WBD45KG,conferencePaper,"Malik, K.; Chahar, S.; Kaswan, K.S.; Singh Dhatterwal, J.",Hybrid Cloud-Edge Architecture for Enhancing IoT Device Autonomy,,2025,,,450–455,10.1109/MEDCOM67532.2025.11404786,,,https://www.scopus.com/pages/publications/105036742872?origin=resultslist,
7LMUBFN2,journalArticle,M. K. Hasan; S. Rayhan Kabir; S. Islam; S. Abdullah; H. Saleh Abbas; B. Kumar Pandey; T. Reddy Gadekallu,AES Cryptography Enabled Responsible Federated Foundation Model Using Transformer LLM and LSTM for Smart Grid IIoT Networks,IEEE Internet of Things Journal,2025,12,23,49801–49810,10.1109/JIOT.2025.3608807,2327-4662,,,
7HUMBYEK,journalArticle,"Bemani, A.; Björsell, N.",Aggregation Strategy on Federated Machine Learning Algorithm for Collaborative Predictive Maintenance,Sensors,2022,22,16,,10.3390/s22166252,,,https://www.scopus.com/pages/publications/85137709592?origin=resultslist,
848UX4HG,journalArticle,"Abbas, T.; Fatima, A.; Shahzad, T.; Alharbi, M.; Khan, M.A.; Ahmed, A.",Multidisciplinary cancer disease classification using adaptive FL in healthcare industry 5.0,Scientific Reports,2024,14,1,,10.1038/s41598-024-68919-1,,,https://www.scopus.com/pages/publications/85201242924?origin=resultslist,
7MELZFN2,journalArticle,"Rejeb, Abderahman; Rejeb, Karim; Zrelli, Imen; Süle, Edit",Industry 5.0 as seen through its academic literature: an investigation using co-word analysis,Discover Sustainability,2025,6,1,,10.1007/s43621-025-01166-0,2662-9984,,http://dx.doi.org/10.1007/s43621-025-01166-0,Springer Science and Business Media LLC
7VAIU7XZ,journalArticle,"Punia, Aarti; Gulia, Preeti; Gill, Nasib Singh; Ibeke, Ebuka; Iwendi, Celestine; Shukla, Piyush Kumar",A systematic review on blockchain-based access control systems in cloud environment,Journal of Cloud Computing,2024,13,1,,10.1186/s13677-024-00697-7,2192-113X,,http://dx.doi.org/10.1186/s13677-024-00697-7,Springer Science and Business Media LLC
7M44E832,journalArticle,"Lambiase, Francesco; Yanala, Phanidra Babu; Pace, Francesco; Andreucci, Elena; Paoletti, Alfonso",A state of the art review of wire arc additive manufacturing (WAAM) - part2: process improvements and industrial applications,The International Journal of Advanced Manufacturing Technology,2026,143,9-10,4623–4654,10.1007/s00170-026-17691-9,1433-3015,,http://dx.doi.org/10.1007/s00170-026-17691-9,Springer Science and Business Media LLC
7KVJK3MG,journalArticle,"Lim, Ying Xuan; Ming, Long Chiau; Ng, Nancy Choon-Si; Leow, Serena; Ingle, Rahul G.",The transformative and turbulent integration of artificial intelligence in clinical trials: a critical review,Discover Computing,2026,29,1,,10.1007/s10791-026-10205-x,2948-2992,,http://dx.doi.org/10.1007/s10791-026-10205-x,Springer Science and Business Media LLC
7GVUUJV2,journalArticle,"Kumar, Satish; Lim, Weng Marc; Sivarajah, Uthayasankar; Kaur, Jaspreet",Artificial Intelligence and Blockchain Integration in Business: Trends from a Bibliometric-Content Analysis,Information Systems Frontiers,2022,,,,10.1007/s10796-022-10279-0,1572-9419,,http://dx.doi.org/10.1007/s10796-022-10279-0,Springer Science and Business Media LLC
8QSQ66SA,journalArticle,"Cao, Liming; Huo, Tao; Li, Shaobo; Zhang, Xingxing; Chen, Yanchi; Lin, Guangzheng; Wu, Fengbin; Ling, Yihong; Zhou, Yaxin; Xie, Qun",Cost optimization in edge computing: a survey,Artificial Intelligence Review,2024,57,11,,10.1007/s10462-024-10947-4,1573-7462,,http://dx.doi.org/10.1007/s10462-024-10947-4,Springer Science and Business Media LLC
8A4HUC3F,journalArticle,"Gieß, Anna; Hutterer, Andreas","The Future of Data Management: A Delimitation of Data Platforms, Data Spaces, Data Meshes, and Data Fabrics",Information Systems and e-Business Management,2025,23,4,971–997,10.1007/s10257-025-00707-4,1617-9854,,http://dx.doi.org/10.1007/s10257-025-00707-4,Springer Science and Business Media LLC
7Q6G3EUU,journalArticle,"Alqudhaibi, Adel; Albarrak, Majed; Aloseel, Abdulmosen; Munshi, Amr; Alsharif, Thamer; Jagtap, Sandeep; Salonitis, Konstantinos",Proactive cybersecurity in industry 4.0: a survey of cybersecurity threat prediction approaches in manufacturing systems,International Journal of Information Security,2025,25,1,,10.1007/s10207-025-01188-9,1615-5270,,http://dx.doi.org/10.1007/s10207-025-01188-9,Springer Science and Business Media LLC
88DK7R3W,journalArticle,"Zhang, Wenfan; Ou, Haijiao",Reinforcement learning based multi objective task scheduling for energy efficient and cost effective cloud edge computing,Scientific Reports,2025,15,1,,10.1038/s41598-025-25666-1,2045-2322,,http://dx.doi.org/10.1038/s41598-025-25666-1,Springer Science and Business Media LLC
8RZILKWQ,journalArticle,"Wu, Wang; Fouzi, Harrou; Benamar, Bouyeddo; Sidi-Mohammed, Senouci; Ying, Sun",Deep learning-based stacked models for cyber-attack detection in industrial internet of things,Neural Computing and Applications,2025,37,24,19617–19651,10.1007/s00521-025-11418-9,1433-3058,,http://dx.doi.org/10.1007/s00521-025-11418-9,Springer Science and Business Media LLC
8I75ICB4,journalArticle,"Wei, Yanxiao",A digital twin model for grain enterprise financial shared service centers based on distributed deep learning and neural symbolic reasoning,Scientific Reports,2025,15,1,,10.1038/s41598-025-24350-8,2045-2322,,http://dx.doi.org/10.1038/s41598-025-24350-8,Springer Science and Business Media LLC
88VVYXND,journalArticle,"Vaidya, Saurabh; Jethava, Gordhan; Jethava, Sweta",Enhancing smart factory performance via hybrid scheduling and intelligent resource management,Scientific Reports,2026,16,1,,10.1038/s41598-026-49107-9,2045-2322,,http://dx.doi.org/10.1038/s41598-026-49107-9,Springer Science and Business Media LLC
7Z8J33Y7,journalArticle,"Welten, Sascha; Kindermann, Karl; Polat, Ahmet; Görz, Martin; Jugl, Maximilian; Neumann, Laurenz; Neumann, Alexander; Lohmöller, Johannes; Pennekamp, Jan; Decker, Stefan",PASTA-4-PHT: a pipeline for automated security and technical audits for the personal health train,BMC Medical Informatics and Decision Making,2026,26,1,,10.1186/s12911-026-03489-y,1472-6947,,http://dx.doi.org/10.1186/s12911-026-03489-y,Springer Science and Business Media LLC
7MF3IPHD,journalArticle,"V, Padmavathi; R, Kanimozhi",Blockchain and digital twin integration for predictive and secure pandemic alerting,Scientific Reports,2025,16,1,,10.1038/s41598-025-32962-3,2045-2322,,http://dx.doi.org/10.1038/s41598-025-32962-3,Springer Science and Business Media LLC
7LN3M5NV,journalArticle,"Xu, Zheyu; Xie, Bingqin",The application of artificial intelligence in film and television script creation,Discover Artificial Intelligence,2025,6,1,,10.1007/s44163-025-00741-8,2731-0809,,http://dx.doi.org/10.1007/s44163-025-00741-8,Springer Science and Business Media LLC
7HYIR8H8,journalArticle,"Vallabhajosyula, Manikya Swathi; Freeman, Nathan; Karthikeyan, Neelesh; Padhy, Smruti; Garcia, Christian R.; Molakalmuru, Gautam Gururaj; Khuvis, Samuel; Stubbs, Joe; Jamthe, Anagha; Ramnath, Rajiv; Plale, Beth","Configuring, Training, and Deploying AI Applications Through Integrated Gateways and Frameworks for Scientific Field Research",SN Computer Science,2026,7,6,,10.1007/s42979-026-05092-4,2661-8907,,http://dx.doi.org/10.1007/s42979-026-05092-4,Springer Science and Business Media LLC
8S7KYCVS,journalArticle,"Sengan, Sudhakar; Shieh, Chin-Shiuh; Horng, Mong-Fong",A hybrid blockchain based deep learning model for multivector attack detection in internet of things enabled healthcare systems,Scientific Reports,2026,16,1,,10.1038/s41598-026-40765-3,2045-2322,,http://dx.doi.org/10.1038/s41598-026-40765-3,Springer Science and Business Media LLC
7ZP4PJB7,journalArticle,"Tiwari, Ashutosh; Widodo; Krisnawati, Dyah Ika; Chen, Chih-Yu; Kuo, Tsung-Rong",AI-driven nanomedicine for cancer theranostics,Molecular Cancer,2026,25,1,,10.1186/s12943-025-02563-9,1476-4598,,http://dx.doi.org/10.1186/s12943-025-02563-9,Springer Science and Business Media LLC
7X3P7VM9,journalArticle,"Sharma, Ankita; Rani, Shalli; Shabaz, Mohammad",RETRACTED ARTICLE: Artificial intelligence-augmented smart grid architecture for cyber intrusion detection and mitigation in electric vehicle charging infrastructure,Scientific Reports,2025,15,1,,10.1038/s41598-025-04984-4,2045-2322,,http://dx.doi.org/10.1038/s41598-025-04984-4,Springer Science and Business Media LLC
7QF737CS,journalArticle,"Shi, Xianming",Leveraging emerging technologies to address the crisis of aging concrete infrastructure,Journal of Infrastructure Preservation and Resilience,2025,6,1,,10.1186/s43065-025-00147-x,2662-2521,,http://dx.doi.org/10.1186/s43065-025-00147-x,Springer Science and Business Media LLC
7QX8DMMM,journalArticle,"Ramalingam, Venkadeshan; Kumar, Basant; Gupta, Shashi Kant; Alsekait, Deema Mohammed; AbdElminaam, Diaa Salama",A hybrid federated learning framework with generative AI for privacy-preserving and sustainable security in IOT-enabled smart environments,Scientific Reports,2026,16,1,,10.1038/s41598-025-31769-6,2045-2322,,http://dx.doi.org/10.1038/s41598-025-31769-6,Springer Science and Business Media LLC
8CEPY2NF,journalArticle,"Pathak, Vinay; Singh, Karan; Khan, Tayyab; Shariq, Mohd; Chaudhry, Shehzad Ashraf; Das, Ashok Kumar",A secure and lightweight trust evaluation model for enhancing decision-making in resource-constrained industrial WSNs,Scientific Reports,2024,14,1,,10.1038/s41598-024-75414-0,2045-2322,,http://dx.doi.org/10.1038/s41598-024-75414-0,Springer Science and Business Media LLC
7T799ZFR,journalArticle,"Ogrizović, Mihajlo; Drašković, Dražen; Bojić, Dragan",Quality assurance strategies for machine learning applications in big data analytics: an overview,Journal of Big Data,2024,11,1,,10.1186/s40537-024-01028-y,2196-1115,,http://dx.doi.org/10.1186/s40537-024-01028-y,Springer Science and Business Media LLC
7I42W4ZX,journalArticle,"Liu, Jie; Ramentol, Enislay; Landin, Cristina; Tahvili, Sahar",Dta-qc: an AI-driven framework for adaptive quality control and intelligent test optimization in 5 G manufacturing,Journal of Intelligent Manufacturing,2025,,,,10.1007/s10845-025-02745-8,1572-8145,,http://dx.doi.org/10.1007/s10845-025-02745-8,Springer Science and Business Media LLC
7Z773XEB,journalArticle,"Mohamed, Nachaat",Artificial intelligence and machine learning in cybersecurity: a deep dive into state-of-the-art techniques and future paradigms,Knowledge and Information Systems,2025,67,8,6969–7055,10.1007/s10115-025-02429-y,0219-3116,,http://dx.doi.org/10.1007/s10115-025-02429-y,Springer Science and Business Media LLC
8NDJCVLJ,journalArticle,"Koganti, Hemasree; Anne, Srinivasa","Operational Excellence Through AI and ML in Financial Services: A Comprehensive Review of Applications, Challenges, and Future Directions",International Journal of Computational Intelligence Systems,2026,19,1,,10.1007/s44196-025-01110-0,1875-6883,,http://dx.doi.org/10.1007/s44196-025-01110-0,Springer Science and Business Media LLC
8FKFKFFY,journalArticle,"Khaldy, Mohammad A. Al; Nabot, Ahmad; al-Qerem, Ahmad; Jebreen, Issam; Darem, Abdulbasit A.; Alhashmi, Asma A.; Alauthman, Mohammad; Aldweesh, Amjad",Adaptive conflict resolution for IoT transactions: A reinforcement learning-based hybrid validation protocol,Scientific Reports,2025,15,1,,10.1038/s41598-025-09698-1,2045-2322,,http://dx.doi.org/10.1038/s41598-025-09698-1,Springer Science and Business Media LLC
8PLE3L8Z,journalArticle,"Guo, Kefan; Li, Yinong; Zhu, Shu; Li, Chong; Lu, Yang",Functional nano-architected mechanical metamaterials and devices,npj Metamaterials,2026,2,1,,10.1038/s44455-025-00010-9,3059-3727,,http://dx.doi.org/10.1038/s44455-025-00010-9,Springer Science and Business Media LLC
8AJUPJ7A,journalArticle,"Giuseppi, Alessandro; Menegatti, Danilo; Pietrabissa, Antonio",Enhancing Federated Reinforcement Learning: A Consensus-based Approach for Both Homogeneous and Heterogeneous Agents,Machine Intelligence Research,2025,22,5,929–940,10.1007/s11633-025-1550-8,2731-5398,,http://dx.doi.org/10.1007/s11633-025-1550-8,Springer Science and Business Media LLC
88NZWTSE,journalArticle,"Ghadi, Yazeed Yasin; Mazhar, Tehseen; Shahzad, Tariq; Jaghdam, Ines Hilali; khan, Sanwar; Khan, Muhammad Amir; Hamam, Habib",A hybrid AI-Blockchain security framework for smart grids,Scientific Reports,2025,15,1,,10.1038/s41598-025-05257-w,2045-2322,,http://dx.doi.org/10.1038/s41598-025-05257-w,Springer Science and Business Media LLC
887JQIZG,journalArticle,"Islam, Umar; Alatawi, Mohammed Naif; Alqazzaz, Ali; Alamro, Sulaiman; Shah, Babar; Moreira, Fernando",A hybrid fog-edge computing architecture for real-time health monitoring in IoMT systems with optimized latency and threat resilience,Scientific Reports,2025,15,1,,10.1038/s41598-025-09696-3,2045-2322,,http://dx.doi.org/10.1038/s41598-025-09696-3,Springer Science and Business Media LLC
8HCIHMQ3,journalArticle,"Fabri, Lukas; Leuthe, Daniel; Schneider, Lars-Manuel; Wenninger, Simon",Fostering non-intrusive load monitoring for smart energy management in industrial applications: an active machine learning approach,Energy Informatics,2025,8,1,,10.1186/s42162-025-00517-5,2520-8942,,http://dx.doi.org/10.1186/s42162-025-00517-5,Springer Science and Business Media LLC
